,date,text
1058,"<span class=""artDateTime"">10.04.2014</span>","<div class=""artDesc"">Transportminister <b>Magnus</b> <b>Heunicke</b> har landet en aftale med hjælp fra regeringen, SF, Enhedslisten og Dansk Folkeparti. Denne aftale koster skatteyderne 780 mio. kr. og dækker over et køb af 67 dobbeltdækkervogne, der efter planen skal køre </div>"
1059,"<span class=""artDateTime"">05.04.2014</span>","<div class=""artDesc""> illusion, som når tryllekunstnere optræder. Risikoen er ikke forsvundet og kommer nu tilbage som en boomerang, siger han til Politiken. Transportminister <b>Magnus</b> <b>Heunicke</b> (S) udtaler til Politiken, at han ikke vil kommentere sagen, fordi </div>"
1060,"<span class=""artDateTime"">04.04.2014</span>","<div class=""artDesc""> muligt. Heunicke vil give metronaboer retskrav på genhusning I februar besluttede transportminister <b>Magnus</b> <b>Heunicke</b> (S) at give københavnere, der plages af støj fra byggeriet af den nye metrolinje, et retskrav på, at de kan få et andet sted </div>"
1061,"<span class=""artDateTime"">04.04.2014</span>","<div class=""artDesc""> <b>Magnus</b> <b>Heunicke</b> (S) »godt kan se, at vi da er udfordret«. »Men alle socialdemokrater bør nu fokusere på hver dag at arbejde stenhårdt for, at vi kan komme tilbage,« siger Heunicke. Svarene »står i vinden« Et lag længere nede i partiet efterlyser </div>"
1062,"<span class=""artDateTime"">03.04.2014</span>","<div class=""artDesc"">. Men når det er sagt, så er det her en dybt alvorlig situation, og der må skrides ind med det samme, siger V-ordføreren. Han har i forvejen kaldt transportminister <b>Magnus</b> <b>Heunicke</b> (S) i samråd om IC4-togene på torsdag i næste uge. Kristian Pihl Lorentzen </div>"
1063,"<span class=""artDateTime"">02.04.2014</span>","<div class=""artDesc""> skal gøre togtrafikken mindre afhængig af IC4-togene, siger transportminister <b>Magnus</b> <b>Heunicke</b> (S). - Med aftalen undgår vi en situation, hvor vi skulle satse på, at IC4-togene pludselig ville køre problemfrit for at kunne dække det fremtidige </div>"
1064,"<span class=""artDateTime"">27.03.2014</span>","<div class=""artDesc"">.a. Vejle og Brande, letbane i Ring 3 og en udbygning af Ny Ellebjerg station i Valby, hvor transportminister <b>Magnus</b> <b>Heunicke</b> (S) vil have en ny togforbindelse til Københavns Lufthavn uden om hovedbanegården. Endelig er der den meget debatterede </div>"
1065,"<span class=""artDateTime"">27.03.2014</span>","<div class=""artDesc""> at kombinere de to forslag. Ingen konklusioner Eksperterne drager ingen konklusioner, men lader det være op til politikerne. Transportminister <b>Magnus</b> <b>Heunicke</b> (S) siger til Jyllands-Posten, at det ikke er enten eller, men både og. - Vi skal både </div>"
1066,"<span class=""artDateTime"">27.03.2014</span>","<div class=""artDesc""> også gennemgår trafikløsninger og modeller i hovedstadsområdet. Analysen drager ikke nogen konklusioner, men overlader den del af arbejdet til politikerne. Minister: Både og Transportminister <b>Magnus</b> <b>Heunicke</b> (S) er ikke i tvivl: »Det er ikke enten eller </div>"
1067,"<span class=""artDateTime"">26.03.2014</span>","<div class=""artDesc""> station skal være et nyt trafikknudepunkt i Hovedstaden, og der skal etableres en ny toglinje til lufthavnen, lyder et forslag fra transportminister <b>Magnus</b> <b>Heunicke</b> (S). - Vi har i flere år arbejdet med strategiske analyser af, hvordan </div>"
1068,"<span class=""artDateTime"">25.03.2014</span>","<div class=""artDesc""> på projektet, i en skriftlig kommentar. Vejdirektoratet går nu videre med planlægningen af byggeriet sammen med Nakskov Havn frem mod 2016, hvor det forventes, at Storstrømsbroen-byggeriet går i gang. Vigtig for Femern Bælt Transportminister <b>Magnus</b> </div>"
1069,"<span class=""artDateTime"">25.03.2014</span>","<div class=""artDesc"">. Det skal bekæmpes, og det vil vi gøre, hvad vi kan for at bekæmpe. Men selvfølgelig skal vi overholde reglerne, det er logisk nok, siger transportminister <b>Magnus</b> <b>Heunicke</b> (S) til Børsen. Forskellige definitioner Udenlandske lastbilchauffører har ifølge </div>"
1070,"<span class=""artDateTime"">21.03.2014</span>","<div class=""artDesc""> - og endda siger undskyld for sin fejltagelse i al offentlighed. Manden er transportminister <b>Magnus</b> <b>Heunicke</b> (S), som i går kom i fokus, da han på sin Facebook-profil erkendte, at æren for den økonomiske oprydning i DSB tilfalder daværende </div>"
1071,"<span class=""artDateTime"">21.03.2014</span>","<div class=""artDesc""> et brev til transportminister <b>Magnus</b> <b>Heunicke</b> (S) med opfordring til at komme i gang hurtigst muligt. »Grundlaget med vvm-undersøgelser osv. er på plads. Snart er der igen penge i form af tilbageløbsmidler fra afsluttede vejprojekter, fordi </div>"
1072,"<span class=""artDateTime"">21.03.2014</span>","<div class=""artDesc""> <b>Magnus</b> <b>Heunicke</b> (S) siger: »Hver højresvingsulykke er én for meget. Jeg er bange for, at stigningen fortsætter, hvis vi ikke gør noget nu.« Rapporten anbefaler i alt 11 konkrete indsatser, hvoraf Transportministeriet i første omgang har valgt </div>"
1073,"<span class=""artDateTime"">20.03.2014</span>","<div class=""artDesc""> seks procent. Transportminister <b>Magnus</b> <b>Heunicke</b> (S) erkender kommunernes problemer med infrastrukturen - Det er jeg helt enig med ham i. Det er en udfordring. Kalundborg og mange andre byer i Danmark vil få hurtigere togforbindelser </div>"
1074,"<span class=""artDateTime"">20.03.2014</span>","<div class=""artDesc""> til at gælde fra 2017. Det sidste bliver imidlertid svært, konkluderede Henrik Dam Kristensen således selv i et notat til transportudvalget sidste år. Onsdag sagde transportminister <b>Magnus</b> <b>Heunicke</b> (S), at DSB inden for få uger ville tegne en kontrakt </div>"
1075,"<span class=""artDateTime"">20.03.2014</span>","<div class=""artDesc"">. Men det var også en minister fra Venstre, Hans Christian Schmidt, som indledte oprydningen, og det fortjener ros, mener den nuværende minister på området, <b>Magnus</b> <b>Heunicke</b>, som ellers var kritiker af venstremandens daværende fremgangsmåde. - Den forhenværende </div>"
1076,"<span class=""artDateTime"">19.03.2014</span>","<div class=""artDesc"">. Forhandler ny kontrakt Dog er statsrevisorerne også usikre på, om DSB vil kunne opnå målene for ""Sundt DSB"" ved udgangen af 2014. Transportministeriet og minister <b>Magnus</b> <b>Heunicke</b> forhandler i løbet af foråret ny kontrakt med DSB om at køre store </div>"
1077,"<span class=""artDateTime"">19.03.2014</span>","<div class=""artDesc"">Transportminister <b>Magnus</b> <b>Heunicke</b> (S) lover nu, at DSB inden for få uger er klar med nye tog for 1,2 milliarder kroner til at sætte ind mod de mange overfyldte tog. Det skriver metroxpress. - De er lige nu ved at forhandle aftalen på plads </div>"
1078,"<span class=""artDateTime"">19.03.2014</span>","<div class=""artDesc"">Efter metroxpress tirsdag kunne fortælle, at nogle togstrækninger i myldretiden er så proppede, at der ikke er en siddeplads til alle, fløjter transportminister <b>Magnus</b> <b>Heunicke</b> (S) til kamp mod trængslen. Inden for få uger lover Heunicke </div>"
1079,"<span class=""artDateTime"">16.03.2014</span>","<div class=""artDesc""> har stillet et beslutningsforslag med krav om netop meget mere konkurrence på de danske skinner. Transportminister <b>Magnus</b> <b>Heunicke</b> (S) lægger også op til, at en del af DSB’s nuværende strækninger kommer i udbud. Han siger: »DSB skal stå </div>"
1080,"<span class=""artDateTime"">16.03.2014</span>","<div class=""artDesc""> togselskab kan stå for stationer, billetter og køreplaner. Til gengæld mener transportminister <b>Magnus</b> <b>Heunicke</b> (S), at DSB så ikke bør deltage, når der kommer udbud af flere togstrækninger. »Der er kun ét sæt skinner, og derfor </div>"
1081,"<span class=""artDateTime"">16.03.2014</span>","<div class=""artDesc"">Den nye transportminister, <b>Magnus</b> <b>Heunicke</b> (S), erklærer sig som udgangspunkt positiv over for en fast forbindelse over Kattegat og afviser samtidig, at togfondens milliardprojekt i hurtigere forbindelser mellem de største byer </div>"
1082,"<span class=""artDateTime"">15.03.2014</span>","<div class=""artDesc""> på Facebook. Særlig grund for Heunicke For transportminister <b>Magnus</b> <b>Heunicke</b> (S) var der en helt særlig grund til, at han på Facebook opfordrede folk til at stemme på Emma Pi: - Mødte Emma Pi, den lille pige med den store stemme, for seks år siden </div>"
1083,"<span class=""artDateTime"">15.03.2014</span>","<div class=""artDesc""> Samuelsen, på Facebook. Sohn: Altid rap i replikken Transportminister <b>Magnus</b> <b>Heunicke</b> (S) fremhæver også Langballes kulørte personlighed. - Enige var vi sjældent - men på det menneskelige plan lærte jeg at sætte pris på Jesper Langballes lyse sind </div>"
1084,"<span class=""artDateTime"">14.03.2014</span>","<div class=""artDesc"">, teknisk direktør i Banedanmark. Transportminister <b>Magnus</b> <b>Heunicke</b> (S) har ellers tilbudt politisk hjælp og ekstra penge til at forhindre flere problemer med S-togtrafikken, hvis det skulle vise sig nødvendigt. Men hos Banedanmark </div>"
1085,"<span class=""artDateTime"">14.03.2014</span>","<div class=""artDesc"">Transportminister <b>Magnus</b> <b>Heunicke</b> (S) er om nødvendigt klar til at sikre, at de seneste to dages massive problemer med S-togtrafikken i hovedstadsområdet ikke gentager sig. - Jeg har meddelt Banedanmark, at de skal finde den fejl, og så </div>"
1086,"<span class=""artDateTime"">08.03.2014</span>","<div class=""artDesc""> at forstå, skriver transportminister <b>Magnus</b> <b>Heunicke</b> (S) i en mail til Politiken. Han opfordrer trafikselskaberne til at lade hensynet til ""enkle og letforståelige priser veje tungt"". </div>"
1087,"<span class=""artDateTime"">07.03.2014</span>","<div class=""artDesc""> transportminister <b>Magnus</b> <b>Heunicke</b> i en mail til Politiken. Han opfordrer trafikselskaberne til lade hensynet til ""enkle og letforståelige priser veje tungt"". </div>"
1088,"<span class=""artDateTime"">05.03.2014</span>","<div class=""artDesc""> og den store slagterikoncern Danish Crown i et usædvanligt brev til transportminister <b>Magnus</b> <b>Heunicke</b> (S), skriver Politiken torsdag. Tæt på klippekanten Hun beder om et møde med ministeren for at undersøge muligheden for at få statslig støtte </div>"
1089,"<span class=""artDateTime"">03.03.2014</span>","<div class=""artDesc""> <b>Magnus</b> <b>Heunicke</b> (S) påpeger, at der for nylig blev åbnet en ny motorvej fra Søften til Skødstrup, at motorvejen mellem Aarhus og Herning er undervejs, at der vil blive etableret en letbane i Aarhus, og at Togfonden vil sikre hurtigere tog </div>"
1090,"<span class=""artDateTime"">02.03.2014</span>","<div class=""artDesc"">Natten til fredag overnattede transportminister <b>Magnus</b> <b>Heunicke</b> (S) i en lejlighed ved Nørreport med vinduer ud mod metrobyggeriet. Han havde lånt en sofa og ankom med »dyne og det hele«, som han sagde. I en rød plasticsæk. Om natten </div>"
1091,"<span class=""artDateTime"">28.02.2014</span>","<div class=""artDesc""> et underskud på 862 millioner kroner. Og selvom at forretningen så småt kører på skinner igen, går man hos DSB ikke og bekymrer sig om, at flere strækninger på det danske jernbanenet kan sendes i offentligt udbud, som transportminister <b>Magnus</b> <b>Heunicke</b> </div>"
1092,"<span class=""artDateTime"">28.02.2014</span>","<div class=""artDesc""> i pris og har derfor rejst sagen over for politikerne. Forhenværende transportminister Pia Olsen Dyhr (SF) afviste af ændre i lovgivningen, men ny mand på posten, <b>Magnus</b> <b>Heunicke</b>, har efter pres fra oppositionen ændret postloven, så Post Danmark </div>"
1093,"<span class=""artDateTime"">26.02.2014</span>","<div class=""artDesc""> og penge, fordi det ikke bliver nødvendigt at udvide E45 hele vejen,« siger komiteens formand. Positivt stemt Trafikminister <b>Magnus</b> <b>Heunicke</b> (S) var kort forbi præsentationen, men ønsker ikke at vende tomlen op eller ned til projektet. Partiets </div>"
1094,"<span class=""artDateTime"">26.02.2014</span>","<div class=""artDesc"">Trafikminister <b>Magnus</b> <b>Heunicke</b> (S) er enig med miljøvismændene i, at der skal en busstrategi til, hvis målsætningen fra 2009 om, at passagertallet skal stige med 50 procent frem til 2030. - Det er oplagt med en busstrategi, og den idé </div>"
1095,"<span class=""artDateTime"">26.02.2014</span>","<div class=""artDesc""> transportminister <b>Magnus</b> <b>Heunicke</b> (S) og klima- og energiminister Rasmus Helveg Petersen (R). Heunicke erklærer sig dybt bekymret over rådets arbejde og kalder dets anbefalinger ""decideret forkerte"". Rasmus Helveg Petersen kan slet ikke genkende rådets </div>"
1096,"<span class=""artDateTime"">26.02.2014</span>","<div class=""artDesc""> aktiviteter og engangsposterne i 2011-regnskabet, siger økonomidirektør Stig Pastwa. Det støttes af transportminister <b>Magnus</b> <b>Heunicke</b> (S). - Jeg må desværre sige, at Det Miljøøkonomiske Råds opgørelser er ret uforståelige og indeholder alvorlige fejl </div>"
1097,"<span class=""artDateTime"">26.02.2014</span>","<div class=""artDesc"">, som Det Miljøøkonomiske Råd onsdag har offentliggjort. Men de vil ikke blive taget til efterretning hos den ansvarlige minister. Over for Berlingske afviser <b>Magnus</b> <b>Heunicke</b> (S) overhovedet at diskutere vismændenes anbefalinger, fordi han anser dem for decideret </div>"
1098,"<span class=""artDateTime"">24.02.2014</span>","<div class=""artDesc"">Transportminister <b>Magnus</b> <b>Heunicke</b> kender næppe sit embede, siden han udbasunerede, at det skal være muligt at fyre DSB. Ingen har nemlig som DSB via sine endeløse skandaler som IC4, DSBFirst, aflyste tog, manglende togsæt osv. dokumenteret </div>"
1099,"<span class=""artDateTime"">24.02.2014</span>","<div class=""artDesc""> fra nabokommunerne. Borgmestrene står sammen om at få bedre togdrift, forklarer han. Den nye transportminister, <b>Magnus</b> <b>Heunicke</b>, ankommer med mappe og cykelhjelm. Han hænger frakken udenfor, men tager omhyggeligt cykelhjelmen med ind i salen. Heunicke </div>"
1100,"<span class=""artDateTime"">22.02.2014</span>","<div class=""artDesc""> Transportminister <b>Magnus</b> <b>Heunicke</b> kalder lørdagens ulykke i Bedsted dybt tragisk og mener, at et højt sikkerhedsniveau på jernbanen skal prioriteres højt. Han henviser til, at der i 2009 blev afsat 36 millioner om året til at forbedre sikkerheden </div>"
1101,"<span class=""artDateTime"">22.02.2014</span>","<div class=""artDesc"">, <b>Magnus</b> <b>Heunicke</b>, slap – det er sandelig ærgerligt, og sørme om det ikke bliver bedre, når danskerne først opdager alt det gode, som Socialdemokraterne er i gang med. Hvad med omsider at sætte et voksent menneske til at fortælle omverdenen </div>"
1102,"<span class=""artDateTime"">21.02.2014</span>","<div class=""artDesc"">Hidtil har DSB kunnet prale af, at mindre end hvert 10. tog er forsinket, men en ny grænse for forsinkelser vil med ét hug øge antallet af forsinkelser markant. Det skriver Politiken lørdag. Transportminister <b>Magnus</b> <b>Heunicke</b> (S) foreslog </div>"
1103,"<span class=""artDateTime"">21.02.2014</span>","<div class=""artDesc""> vi også de af naboerne, der især ser frem til at få det støjende arbejde overstået, så deres hverdag kan blive normal igen,"" udtaler transportminister <b>Magnus</b> <b>Heunicke</b> (S) i en pressemeddelelse. Læs selve aftalen her og fakta om nabopakken her. Beboer </div>"
1104,"<span class=""artDateTime"">21.02.2014</span>","<div class=""artDesc""> <b>Magnus</b> <b>Heunicke</b> (S) fredag fik på plads med Venstre, SF og Dansk Folkeparti. Et nyt lovgrundlag for metroens Cityring, som løber i det inderste København og forbinder de eksisterende metrolinjer, indebærer højere og bedre erstatninger </div>"
1105,"<span class=""artDateTime"">21.02.2014</span>","<div class=""artDesc"">Forligspartierne om metrobyggeriet har indgået en aftale om en såkaldt nabopakke. Det siger transportminister <b>Magnus</b> <b>Heunicke</b> (S). Pakken giver blandt andet støjplagede metronaboer ret til genhusning og skønnes samlet at koste 300 </div>"
1106,"<span class=""artDateTime"">21.02.2014</span>","<div class=""artDesc""> det fuldt belyst,« siger han. Transportminister <b>Magnus</b> <b>Heunicke</b> (S) var også blandt de chokerede, da DSB’s og Waterfronts metoder blev afdækket. I dag siger han: »Jeg har ikke tænkt mig at blande mig i, hvordan DSB organiserer sin interne </div>"
1107,"<span class=""artDateTime"">20.02.2014</span>","<div class=""artDesc""> eller helt afhænde deres støjplagede lejlighed til Metroselskabet. Det er blandt de forslag, som transportminister <b>Magnus</b> <b>Heunicke</b> (S) torsdag lagde på bordet i kredsen af trafikordførere for at fjerne de mange forhindringer, som truer </div>"
1108,"<span class=""artDateTime"">20.02.2014</span>","<div class=""artDesc"">Byggeriet af den kommende metro Cityring, er ifølge transportminister <b>Magnus</b> <b>Heunicke</b> (S) ude af kontrol. Derfor har han torsdag haft møde med forligskredsen, bestående af alle Folketingets partier, med undtagelse af Enhedslisten </div>"
1109,"<span class=""artDateTime"">20.02.2014</span>","<div class=""artDesc"">Torsdag mødes transportminister <b>Magnus</b> <b>Heunicke</b> (S) med forligskredsen bag loven for byggeriet af Cityringen i København. Men allerede nu erfarer Ritzau, at ministeren vil give støjplagede metronaboer et retskrav på genhusning </div>"
1110,"<span class=""artDateTime"">20.02.2014</span>","<div class=""artDesc"">Transportminister <b>Magnus</b> <b>Heunicke</b> (S) vil give københavnere, der plages af støj fra byggeriet af den nye metrolinje, et retskrav på, at de kan få et andet sted at bo. Det erfarer Ritzau forud for torsdagens møde mellem ministeren </div>"
1111,"<span class=""artDateTime"">20.02.2014</span>","<div class=""artDesc""> er uholdbart, sagde bestyrelsesformand Henning Christophersen til Ritzau. Møde med ministeren På den baggrund har transportminister <b>Magnus</b> <b>Heunicke</b> (S) indkaldt forligskredsen bag metroen til møde torsdag. - Vi bliver nødt til at overveje, hvad vi kan </div>"
1112,"<span class=""artDateTime"">20.02.2014</span>","<div class=""artDesc""> sig efter. Vi skal sikre, at det bliver færdigt til tiden og til de penge, der er sat af, siger han. Transportminister <b>Magnus</b> <b>Heunicke</b> (S) har indkaldt forligsparterne, der tæller samtlige partier undtagen Enhedslisten og Liberal Alliance, til møde </div>"
1113,"<span class=""artDateTime"">19.02.2014</span>","<div class=""artDesc""> mellem klokken 13.15 og 16.15. Hastemøde i Metro-forligskredsen Transportminister <b>Magnus</b> <b>Heunicke</b> mødes i dag med Metro-forligskredsen for at se på lovgivningen, efter at Metroselskabet har efterlyst faste rammer for byggeriet af Cityringen </div>"
1114,"<span class=""artDateTime"">19.02.2014</span>","<div class=""artDesc"">Transportminister <b>Magnus</b> <b>Heunicke</b> (S) har onsdag besluttet at indkalde forligspartierne omkring byggeriet af Cityringen i København. I en udsendt pressemeddelelse oplyser transportministeren, at bestyrelsen for Metroselskabet </div>"
1115,"<span class=""artDateTime"">19.02.2014</span>","<div class=""artDesc"">Transportminister <b>Magnus</b> <b>Heunicke</b> leverede en hurtig løsning på rejsekortproblemet med sin udmelding om, at folk skal rejse gratis. En enkelt løsning, folk på arbejde, ikke så megen snak, og så må rejsekortet selv æde det nedbrud </div>"
1116,"<span class=""artDateTime"">18.02.2014</span>","<div class=""artDesc"">Hver dag metrobyggeriet i København bliver forsinket, er det ærgerligt. Sådan lyder det fra transportminister <b>Magnus</b> <b>Heunicke</b>, efter at Metroselskabet tirsdag har efterlyst faste rammer for byggeriet af Cityringen, hvis tidsplanen </div>"
1117,"<span class=""artDateTime"">18.02.2014</span>","<div class=""artDesc""> blev opdaget tidligt om morgenen. I første omgang skulle rejsekortholdere selv sørge for at købe en anden gyldig billet, men efter en kommentar fra transportminister <b>Magnus</b> <b>Heunicke</b> (S) på det sociale medie Twitter blev rejserne gjort gratis </div>"
1118,"<span class=""artDateTime"">18.02.2014</span>","<div class=""artDesc"">Transportminister <b>Magnus</b> <b>Heunicke</b> (S) er parat til at skrue bissen på, når regeringen skal forhandle en ny kontrakt på plads med DSB. Eksempelvis vil regeringen ifølge Politiken betragte tog som forsinket efter mere end tre minutter </div>"
1119,"<span class=""artDateTime"">18.02.2014</span>","<div class=""artDesc"">DSB bevarer kun kontrakten med staten ved at køre mere præcist. Det siger transportminister <b>Magnus</b> <b>Heunicke</b> tirsdag morgen til TV2 News, nu da han vil skærpe rettighedsmålene, som skal sikre tog til tiden, i de kommende forhandlinger </div>"
1120,"<span class=""artDateTime"">17.02.2014</span>","<div class=""artDesc"">Staten skal have mulighed for at bryde sin kontrakt med DSB, hvis statsbanerne ikke lever op til den kommende flereårskontrakt med DSB. Det fastslår transportminister <b>Magnus</b> <b>Heunicke</b> (S) over for Politiken tirsdag og løfter sløret </div>"
1121,"<span class=""artDateTime"">17.02.2014</span>","<div class=""artDesc"">Det møder kritik fra både højre og venstre, at transportminister <b>Magnus</b> <b>Heunicke</b> (S) nu vil undtage en gruppe havne og lufthavne fra offentlighedsloven, så man ikke længere kan få aktindsigt i deres papirer. Netop muligheden for at få </div>"
1122,"<span class=""artDateTime"">16.02.2014</span>","<div class=""artDesc"">, der også var politisk aktiv. Min mor og far mødte også hinanden i Danmarks Socialdemokratiske Ungdom,« siger hun og mener med »også«, at det var i samme DSU, at hun mødte sin mand, <b>Magnus</b> <b>Heunicke</b> (S), der netop er blevet transportminister. »Min morfar, Kaj </div>"
1123,"<span class=""artDateTime"">15.02.2014</span>","<div class=""artDesc"">. Transportminister <b>Magnus</b> <b>Heunicke</b> (S) mener på linje med Bundsgaard, at banegården bør ligge i centrum af hensyn til passagererne. </div>"
1124,"<span class=""artDateTime"">15.02.2014</span>","<div class=""artDesc"">,« siger Kaj Larssen. Transportminister <b>Magnus</b> <b>Heunicke</b> (S) ønsker ikke at kommentere stævningen, da han fredag endnu ikke havde modtaget den. </div>"
1125,"<span class=""artDateTime"">14.02.2014</span>","<div class=""artDesc"">Det bør være gratis at rejse med den offentlige trafik, når rejsekortet er nede. Sådan lød morgenhilsenen fredag fra transportminister <b>Magnus</b> <b>Heunicke</b> (S) til hele det pendlende, danske folk, da rejsekortsystemet var ude af drift </div>"
1126,"<span class=""artDateTime"">14.02.2014</span>","<div class=""artDesc""> selv skulle sørge for en andengyldig billet, så længe rejsekortet var nede. Men en udmelding fra transportminister <b>Magnus</b> <b>Heunicke</b> (S) på Twitter om, at det burde være gratis for passagerne, fik DSB og de andre selskaber til at skifte mening. Rejsekort </div>"
1127,"<span class=""artDateTime"">14.02.2014</span>","<div class=""artDesc"">Den nye transportminister, <b>Magnus</b> <b>Heunicke</b> (S) burde have rådført sig med Venstre, inden han i morges- fra sit togsæde - slog til lyd for, at passagerer burde kunne tage gratis med toget, når der er store systemnedbrud, så folk ikke kan </div>"
1128,"<span class=""artDateTime"">14.02.2014</span>","<div class=""artDesc"">Transportminister <b>Magnus</b> <b>Heunicke</b> (S) oplevede fredagens rejsekort-kaos på tæt hold, da han tog toget fra hjembyen Næstved til København fredag morgen. Frustrerede passagerer kunne ikke tjekke ind med deres rejsekort, og der var lange køer </div>"
1129,"<span class=""artDateTime"">14.02.2014</span>","<div class=""artDesc""> sig Men en udmelding fra transportminister <b>Magnus</b> <b>Heunicke</b> på Twitter om, at det burde være gratis for passagerne, fik DSB til at skifte mening, lyder det fra Christian Linnelyst, chef for salg og produkter i DSB. - Vores transportminister har været ude </div>"
1130,"<span class=""artDateTime"">14.02.2014</span>","<div class=""artDesc"">Passagerer med ubrugelige rejsekort fredag morgen bør kunne køre gratis med tog. Det mener transportminister <b>Magnus</b> <b>Heunicke</b> (S). Han skriver fredag morgen på Twitter: - Her i morgentoget er rejsekortet nede i hele DK. Burde være gratis så </div>"
1131,"<span class=""artDateTime"">13.02.2014</span>","<div class=""artDesc"">, da Natur- og Miljøklagenævnet havde kendt påbuddet om at arbejde om natten for ugyldigt, var der forlydender om en ændret tidsplan. Transportminister <b>Magnus</b> <b>Heunicke</b> (S) vil kigge på, hvad de mange klagesager vil betyde for cityringens endelige </div>"
1132,"<span class=""artDateTime"">13.02.2014</span>","<div class=""artDesc"">,« skriver Karina Lorentzen på Twitter. Også fra kollegaer i de andre partier er der hilsener. Transportminister <b>Magnus</b> <b>Heunicke</b> skriver på Twitter, at han ønsker »god vind« til Pia Olsen Dyhr. »Glæder mig til nyt samarbejde med SF,« skriver han </div>"
1133,"<span class=""artDateTime"">10.02.2014</span>","<div class=""artDesc""><b>Magnus</b> <b>Heunicke</b> har indtaget transportministerstolen, og socialdemokraten tøver ikke med at pege på togfonden som sin vigtigste opgave frem mod næste valg. Frygter regeringsskifte For selvom forliget med Enhedslisten og Dansk Folkeparti </div>"
1134,"<span class=""artDateTime"">10.02.2014</span>","<div class=""artDesc"">For svært at komme til og fra centrum af Aarhus med tog og for dyrt. Med disse argumenter nedskyder transportminister <b>Magnus</b> <b>Heunicke</b> (S) forslaget om at opføre en ny banegård uden for Aarhus. »Der er jo en god grund til, at banegårde </div>"
1135,"<span class=""artDateTime"">09.02.2014</span>","<div class=""artDesc""> transportminister <b>Magnus</b> <b>Heunicke</b>, som forfatteren til bogen. Engell frikender Heunicke Men det afviser begge politikernes særlige rådgivere til avisen, og politisk kommentator Hans Engell ""frikender"" <b>Magnus</b> <b>Heunicke</b>. - <b>Magnus</b> <b>Heunicke</b> har vidst </div>"
1136,"<span class=""artDateTime"">09.02.2014</span>","<div class=""artDesc"">.a. den tidligere politiske ordfører <b>Magnus</b> <b>Heunicke</b> og den tidligere gruppeformand Mogens Jensen, som begge blev ministre i sidste uge. Både Heunicke og Jensen afviser via deres særlige rådgivere, at de står bag bogen. Som afslutningsanalyse leverer </div>"
1137,"<span class=""artDateTime"">09.02.2014</span>","<div class=""artDesc"">Regeringen er på vej til at investere 28,5 milliarder kroner i det danske jernbanenet, men for at få glæde af den investering skal der indkøbes nye, elektriske tog til DSB. Og den proces vil den nye transportminister, <b>Magnus</b> <b>Heunicke</b> (S </div>"
1138,"<span class=""artDateTime"">09.02.2014</span>","<div class=""artDesc""> at piske en interesse op, hvis man da ser bort fra <b>Magnus</b> <b>Heunickes</b> nærmeste familie. Det er et fænomen, en Folketings-fatigue, om man vil, der er ganske hinsides politik og syntes at have sneget sig ind selv hos de mest energisk interesserede </div>"
1139,"<span class=""artDateTime"">08.02.2014</span>","<div class=""artDesc"">Transportminister <b>Magnus</b> <b>Heunicke</b> (S) vil sende dele af jernbanenettet i udbud, og de borgerlige partier på Christiansborg er klar til at teste forslaget. Det siger Venstres transportordfører, Kristian Pihl Lorentzen, til Berlingske </div>"
1140,"<span class=""artDateTime"">08.02.2014</span>","<div class=""artDesc""> efter år ikke bliver søgt, hvad der er i puljen, så må vi se mere fleksibelt på det, fortæller han. Transportminister <b>Magnus</b> <b>Heunicke</b> (S) har ikke ønsket at kommentere puljens fremtid. </div>"
1141,"<span class=""artDateTime"">07.02.2014</span>","<div class=""artDesc"">, efter at transportminister <b>Magnus</b> <b>Heunicke</b> (S) har foreslået at sende flere jernbanestrækninger i udbud. - Vi har fulgt ministerens udtalelser med interesse og ser frem til den fortsatte proces om fremtidens togdrift i Danmark, lyder det fra Lars Kaspersen. Bedre </div>"
1142,"<span class=""artDateTime"">07.02.2014</span>","<div class=""artDesc""> Vurderingen kommer efter, at transportminister <b>Magnus</b> <b>Heunicke</b> (S) i fredagens Berlingske foreslår at bygge flere motorveje. - Det er altid en afvejning af, at motorveje på den ene side er dyre, men de er også hurtigere og sikre. Så hvis der er nok </div>"
1143,"<span class=""artDateTime"">07.02.2014</span>","<div class=""artDesc""> han op om forslaget fra transportminister <b>Magnus</b> <b>Heunicke</b> (S), der i fredagens Berlingske siger, at der skal bygges flere motorveje. - Bundlinjen i det her er, at vejinfrastrukturen er med til at skabe tilgængelighed, men også med til at sikre både vækst </div>"
1144,"<span class=""artDateTime"">07.02.2014</span>","<div class=""artDesc"">De Konservatives trafikordfører, Mike Legarth, vil holde den nye trafikminister, <b>Magnus</b> <b>Heunicke</b> (S), op på hans løfter om flere motorveje og udbud af flere jernbanestrækninger. - Indtil videre er det en rigtig flot melding </div>"
1145,"<span class=""artDateTime"">07.02.2014</span>","<div class=""artDesc""> han op om forslaget fra transportminister <b>Magnus</b> <b>Heunicke</b> (S), der i fredagens Berlingske siger, at der skal bygges flere motorveje. - Bundlinjen i det her er, at vejinfrastrukturen er med til at skabe tilgængelighed, men også med til at sikre både vækst </div>"
1146,"<span class=""artDateTime"">07.02.2014</span>","<div class=""artDesc"">Der skal bygges flere motorveje i Danmark, hvis det står til den nye transportminister <b>Magnus</b> <b>Heunicke</b> (S). Motorveje er vigtige for vækst, mener den nyslåede minister. Men hos SF vækker den melding - ikke uventet - langt fra begejstring </div>"
